Etape	m2	p2
120361	46	704
120362	46	705
120363	46	705
120364	46	705
120365	46	706
120366	46	707
120367	45	707
120368	45	707
120369	45	707
120370	45	707
120371	45	707
120372	45	708
120373	45	709
120374	45	710
120375	45	710
120376	45	710
120377	45	710
120378	45	710
120379	45	710
120380	45	710
120381	45	711
120382	45	711
120383	45	711
120384	45	711
120385	45	711
120386	45	712
120387	45	712
120388	45	712
120389	45	713
120390	45	713
120391	45	713
120392	45	713
120393	45	713
120394	45	714
120395	45	714
120396	45	714
120397	45	714
120398	45	714
120399	45	715
120400	45	715
120401	44	716
120402	44	717
120403	44	717
120404	44	717
120405	44	717
120406	44	717
120407	44	717
120408	44	718
120409	44	718
120410	44	718
120411	44	718
120412	44	718
120413	44	718
120414	44	718
120415	44	718
120416	44	718
120417	44	718
120418	44	718
120419	44	718
120420	44	718
120421	44	718
120422	44	718
120423	44	719
120424	44	720
120425	44	720
120426	44	720
120427	44	720
120428	44	720
120429	44	720
120430	44	721
120431	44	721
120432	44	722
120433	44	722
120434	43	722
120435	43	723
120436	42	723
120437	42	723
120438	42	723
120439	42	723
120440	42	724
120441	42	725
120442	42	726
120443	42	726
120444	42	726
120445	42	726
120446	42	726
120447	42	726
120448	42	727
120449	42	727
120450	42	727
120451	42	727
120452	42	727
120453	42	727
120454	42	727
120455	42	727
120456	42	727
120457	42	728
120458	42	728
120459	42	729
120460	42	729
120461	41	729
120462	41	730
120463	40	730
120464	40	730
120465	40	730
120466	40	730
120467	40	730
120468	40	730
120469	40	731
120470	40	732
120471	40	733
120472	40	733
120473	40	733
120474	39	733
120475	39	733
120476	39	733
120477	39	734
120478	39	734
120479	39	734
120480	39	734
120481	39	735
120482	39	736
120483	39	736
120484	39	736
120485	39	736
120486	39	736
120487	39	736
120488	39	736
120489	39	736
120490	39	736
120491	39	736
120492	39	736
120493	39	736
120494	39	737
120495	39	737
120496	39	738
120497	39	738
120498	39	738
120499	39	738
120500	38	738
120501	38	738
120502	37	738
120503	37	738
120504	37	738
120505	37	739
120506	37	740
120507	37	740
120508	37	740
120509	36	740
120510	36	740
120511	35	740
120512	35	741
120513	35	741
120514	35	741
120515	35	741
120516	34	741
120517	34	741
120518	34	741
120519	34	741
120520	34	741
120521	33	741
120522	33	741
120523	33	741
120524	33	741
120525	33	741
120526	33	742
120527	33	742
120528	33	742
120529	32	742
120530	32	742
120531	32	743
120532	32	743
120533	32	743
120534	32	743
120535	31	743
120536	31	743
120537	31	743
120538	30	743
120539	30	743
120540	30	743
120541	30	744
120542	30	744
120543	30	744
120544	30	744
120545	30	744
120546	30	744
120547	30	745
120548	30	745
120549	31	745
120550	31	745
120551	31	745
120552	31	745
120553	31	745
120554	31	745
120555	31	745
120556	31	745
120557	31	745
120558	31	745
120559	31	745
120560	30	745
120561	31	745
120562	31	746
120563	31	746
120564	31	747
120565	31	747
120566	30	747
120567	30	747
120568	30	747
120569	29	747
120570	29	747
120571	29	747
120572	29	747
120573	29	747
120574	29	747
120575	29	747
120576	28	748
120577	28	748
120578	28	748
120579	28	748
120580	27	749
120581	27	749
120582	27	749
120583	27	749
120584	27	748
120585	27	748
120586	27	748
120587	27	748
120588	27	749
120589	27	750
120590	27	751
120591	26	751
120592	26	751
120593	27	751
120594	27	751
120595	27	752
120596	27	752
120597	27	753
120598	27	753
120599	27	754
120600	27	753
120601	27	754
120602	27	754
120603	27	754
120604	27	754
120605	27	754
120606	26	754
120607	26	754
120608	26	754
120609	26	754
120610	26	754
120611	26	754
120612	26	755
120613	26	755
120614	26	756
120615	26	757
120616	26	757
120617	26	757
120618	26	756
120619	26	756
120620	26	756
120621	26	756
120622	26	756
120623	26	756
120624	26	756
120625	26	756
120626	26	757
120627	26	758
120628	26	758
120629	26	758
120630	26	758
120631	26	758
120632	26	759
120633	26	759
120634	26	759
120635	26	759
120636	26	759
120637	26	760
120638	26	760
120639	26	760
120640	26	760
120641	26	760
120642	26	761
120643	26	761
120644	26	761
120645	26	762
120646	26	762
120647	26	762
120648	26	762
120649	26	762
120650	26	762
120651	26	762
120652	26	762
120653	26	762
120654	26	762
120655	26	762
120656	26	762
120657	26	762
120658	26	762
120659	26	762
120660	26	762
120661	26	762
120662	26	763
120663	26	763
120664	26	763
120665	26	763
120666	26	764
120667	26	764
120668	26	764
120669	26	764
120670	26	764
120671	26	764
120672	26	765
120673	26	765
120674	26	765
120675	26	765
120676	26	765
120677	26	765
120678	26	765
120679	26	765
120680	26	765
120681	26	765
120682	26	765
120683	26	765
120684	26	765
120685	26	765
120686	26	765
120687	26	765
120688	26	765
120689	26	765
120690	26	765
120691	27	765
120692	27	765
120693	27	765
120694	27	765
120695	27	765
120696	27	765
120697	27	765
120698	27	766
120699	27	766
120700	27	766
120701	27	766
120702	27	766
120703	27	766
120704	27	766
120705	27	766
120706	27	766
120707	27	766
120708	27	766
120709	27	766
120710	27	766
120711	27	767
120712	27	767
120713	27	767
120714	27	768
120715	27	769
120716	27	769
120717	27	769
120718	27	770
120719	27	770
120720	27	771
120721	27	771
120722	27	771
120723	27	772
120724	27	772
120725	27	772
120726	27	772
120727	27	772
120728	27	772
120729	26	772
120730	26	772
120731	25	772
120732	25	772
120733	25	772
120734	24	772
120735	24	772
120736	24	772
120737	24	772
120738	24	772
120739	24	772
120740	25	772
120741	25	773
120742	25	773
120743	25	773
120744	25	773
120745	25	773
120746	25	773
120747	25	773
120748	25	773
120749	25	773
120750	24	773
120751	24	773
120752	24	773
120753	24	773
120754	24	774
120755	24	774
120756	24	774
120757	24	774
120758	24	774
120759	24	774
120760	25	774
120761	25	775
120762	25	775
120763	25	775
120764	25	775
120765	25	775
120766	25	775
120767	25	776
120768	25	776
120769	25	776
120770	25	776
120771	24	776
120772	24	776
120773	24	776
120774	24	777
120775	24	777
120776	24	777
120777	24	776
120778	24	776
120779	24	776
120780	24	776
120781	24	776
120782	24	776
120783	24	776
120784	24	776
120785	24	776
120786	24	777
120787	24	777
120788	24	777
120789	24	778
120790	24	777
120791	24	777
120792	24	777
120793	24	777
120794	24	778
120795	24	778
120796	24	778
120797	24	778
120798	24	778
120799	24	778
120800	24	778
120801	24	778
120802	24	778
120803	24	778
120804	24	778
120805	24	779
120806	24	779
120807	24	779
120808	24	779
120809	24	779
120810	24	780
120811	24	780
120812	24	780
120813	24	780
120814	24	780
120815	24	780
120816	24	780
120817	24	780
120818	24	781
120819	24	781
120820	24	781
120821	24	781
120822	24	781
120823	24	782
120824	24	782
120825	24	782
120826	24	783
120827	24	783
120828	24	783
120829	24	784
120830	24	784
120831	24	784
120832	24	784
120833	24	784
120834	24	785
120835	24	785
120836	24	785
120837	24	785
120838	24	785
120839	24	785
120840	24	785
120841	24	785
120842	24	785
120843	24	785
120844	24	785
120845	24	785
120846	24	785
120847	24	785
120848	24	785
120849	24	785
120850	24	785
120851	24	785
120852	24	785
120853	24	785
120854	24	785
120855	24	786
120856	24	786
120857	24	786
120858	24	786
120859	24	787
120860	24	787
120861	24	787
120862	24	787
120863	24	787
120864	24	787
120865	24	787
120866	24	787
120867	24	787
120868	24	787
120869	24	787
120870	24	787
120871	24	787
120872	24	787
120873	24	787
120874	24	787
120875	24	787
120876	24	787
120877	24	787
120878	24	787
120879	24	787
120880	24	788
120881	24	788
120882	24	788
120883	24	788
120884	24	788
120885	24	789
120886	24	789
120887	24	789
120888	24	789
120889	24	789
120890	24	788
120891	24	788
120892	24	788
120893	24	789
120894	24	788
120895	24	788
120896	24	788
120897	24	788
120898	24	788
120899	24	788
120900	24	788
120901	24	788
120902	24	788
120903	24	788
120904	24	788
120905	24	789
120906	24	788
120907	24	788
120908	24	788
120909	24	788
120910	24	788
120911	24	788
120912	24	788
120913	24	788
120914	24	788
120915	24	788
120916	24	789
120917	24	789
120918	24	789
120919	24	789
120920	24	789
120921	24	790
120922	24	790
120923	24	790
120924	24	790
120925	24	790
120926	24	790
120927	24	790
120928	24	790
120929	24	790
120930	24	790
120931	24	790
120932	24	790
120933	24	790
120934	24	790
120935	24	791
120936	24	791
120937	24	791
120938	24	791
120939	23	792
120940	23	793
120941	23	793
120942	23	793
120943	23	793
120944	23	793
120945	23	793
120946	24	794
120947	24	794
120948	24	794
120949	24	794
120950	24	794
120951	24	794
120952	24	794
120953	24	794
120954	24	795
120955	24	795
120956	24	796
120957	24	796
120958	24	796
120959	24	796
120960	24	796
120961	24	796
120962	24	796
120963	24	796
120964	23	796
120965	23	796
120966	23	796
120967	22	797
120968	22	798
120969	22	798
120970	22	798
120971	22	798
120972	22	798
120973	23	799
120974	23	799
120975	23	799
120976	23	799
120977	23	799
120978	23	799
120979	23	799
120980	23	800
120981	23	800
120982	23	799
120983	23	799
120984	23	800
120985	22	800
120986	22	800
120987	22	801
120988	22	801
120989	22	801
120990	22	801
120991	22	801
120992	22	801
120993	22	801
120994	23	802
120995	23	802
120996	23	802
120997	23	802
120998	23	802
120999	23	802
121000	23	802
121001	23	802
121002	23	802
121003	23	803
121004	23	803
121005	23	803
121006	23	803
121007	23	803
121008	23	803
121009	23	803
121010	23	803
121011	23	803
121012	24	803
121013	24	803
121014	24	803
121015	24	803
121016	24	803
121017	24	803
121018	24	803
121019	25	803
121020	25	803
121021	25	803
121022	25	803
121023	25	803
121024	25	803
121025	25	804
121026	25	804
121027	25	804
121028	25	804
121029	25	805
121030	25	805
121031	25	805
121032	25	805
121033	25	806
121034	25	806
121035	25	806
121036	25	806
121037	25	806
121038	25	806
121039	25	806
121040	25	806
121041	25	806
121042	25	806
121043	25	806
121044	25	806
121045	25	806
121046	25	806
121047	25	806
121048	25	806
121049	25	806
121050	25	807
121051	25	807
121052	25	807
121053	25	807
121054	25	807
121055	25	807
121056	25	807
121057	25	807
121058	25	807
121059	25	808
121060	25	808
121061	25	808
121062	25	808
121063	25	808
121064	25	808
121065	24	808
121066	24	808
121067	24	808
121068	24	808
121069	24	808
121070	24	808
121071	24	808
121072	24	808
121073	24	808
121074	24	808
121075	24	808
121076	24	808
121077	24	808
121078	24	808
121079	24	808
121080	24	808
121081	24	808
121082	24	808
121083	23	809
121084	23	810
121085	23	810
121086	24	810
121087	24	810
121088	24	811
121089	24	811
121090	24	811
121091	24	812
121092	24	812
121093	24	812
121094	24	812
121095	24	812
121096	24	812
121097	23	812
121098	23	812
121099	23	812
121100	23	812
121101	23	812
121102	23	812
121103	23	812
121104	23	812
121105	23	812
121106	23	812
121107	23	812
121108	23	812
121109	23	812
121110	23	812
121111	23	812
121112	23	812
121113	23	812
121114	23	812
121115	24	812
121116	24	812
121117	24	812
121118	24	812
121119	24	812
121120	23	812
121121	23	812
121122	23	812
121123	23	812
121124	23	812
121125	23	812
121126	23	812
121127	23	812
121128	23	812
121129	23	812
121130	23	812
121131	23	812
121132	23	812
121133	23	812
121134	23	812
121135	23	812
121136	23	812
121137	23	812
121138	23	812
121139	23	812
121140	23	812
121141	23	812
121142	23	812
121143	23	812
121144	23	812
121145	23	812
121146	23	813
121147	23	813
121148	23	813
121149	23	813
121150	23	813
121151	23	814
121152	23	814
121153	23	814
121154	23	814
121155	23	814
121156	23	814
121157	23	814
121158	23	814
121159	23	814
121160	23	814
121161	22	814
121162	22	814
121163	22	814
121164	22	814
121165	22	814
121166	22	814
121167	22	814
121168	22	814
121169	22	814
121170	22	814
121171	22	814
121172	22	814
121173	22	814
121174	22	815
121175	22	815
121176	22	815
121177	22	815
121178	22	815
121179	22	815
121180	22	815
121181	22	815
121182	22	815
121183	22	815
121184	22	815
121185	22	815
121186	22	815
121187	22	815
121188	22	815
121189	22	815
121190	22	815
121191	22	815
121192	22	815
121193	22	815
121194	22	815
121195	22	815
121196	22	816
121197	22	816
121198	22	816
121199	22	816
121200	21	816
121201	21	816
121202	21	817
121203	21	817
121204	21	818
121205	21	818
121206	21	818
121207	21	818
121208	21	818
121209	21	818
121210	21	819
121211	21	819
121212	21	819
121213	21	819
121214	21	819
121215	21	819
121216	21	820
121217	21	821
121218	21	821
121219	21	822
121220	21	822
121221	21	822
121222	21	822
121223	21	822
121224	21	822
121225	21	822
121226	21	822
121227	21	822
121228	21	822
121229	21	822
121230	21	822
121231	21	823
121232	21	824
121233	21	824
121234	21	824
121235	20	824
121236	20	824
121237	20	824
121238	20	824
121239	20	824
121240	20	824
121241	20	824
121242	20	824
121243	20	824
121244	20	825
121245	20	825
121246	20	825
121247	20	825
121248	20	825
121249	20	825
121250	20	825
121251	20	825
121252	20	825
121253	20	825
121254	20	825
121255	20	825
121256	19	825
121257	19	825
121258	19	825
121259	19	825
121260	19	825
121261	19	825
121262	19	825
121263	19	825
121264	19	825
121265	19	825
121266	19	825
121267	19	825
121268	19	825
121269	19	825
121270	19	826
121271	19	826
121272	19	826
121273	19	826
121274	19	826
121275	19	826
121276	19	826
121277	19	826
121278	19	826
121279	19	826
121280	19	826
121281	19	827
121282	19	827
121283	19	827
121284	19	827
121285	19	827
121286	19	827
121287	19	827
121288	19	827
121289	19	828
121290	19	828
121291	19	828
121292	19	828
121293	19	828
121294	19	828
121295	19	828
121296	19	828
121297	19	828
121298	19	828
121299	19	828
121300	19	828
121301	19	828
121302	19	828
121303	19	828
121304	19	828
121305	19	828
121306	19	828
121307	19	828
121308	19	828
121309	19	828
121310	19	828
121311	19	829
121312	19	829
121313	19	829
121314	19	829
121315	19	828
121316	19	828
121317	19	828
121318	19	828
121319	19	828
121320	19	827
121321	19	827
121322	19	827
121323	19	827
121324	19	827
121325	19	827
121326	19	827
121327	19	827
121328	19	827
121329	19	827
121330	19	828
121331	19	828
121332	19	828
121333	19	828
121334	19	828
121335	19	828
121336	19	828
121337	19	828
121338	19	828
121339	19	828
121340	19	828
121341	19	828
121342	19	829
121343	19	829
121344	19	829
121345	19	829
121346	19	829
121347	19	829
121348	19	829
121349	19	829
121350	19	829
121351	19	829
121352	19	829
121353	19	829
121354	19	830
121355	19	830
121356	19	830
121357	19	830
121358	19	830
121359	19	830
121360	19	830
121361	19	830
121362	19	830
121363	19	830
121364	19	830
121365	19	830
121366	19	830
121367	19	830
121368	19	830
121369	19	830
121370	19	831
121371	19	832
121372	19	832
121373	19	832
121374	19	832
121375	19	832
121376	19	832
121377	19	832
121378	19	832
121379	19	832
121380	19	832
121381	19	833
121382	19	833
121383	20	833
121384	20	833
121385	20	833
121386	20	833
121387	20	833
121388	20	833
121389	20	833
121390	20	834
121391	20	834
121392	20	835
121393	20	835
121394	20	835
121395	20	835
121396	20	835
121397	20	835
121398	20	835
121399	20	835
121400	20	835
121401	20	835
121402	20	835
121403	20	835
121404	20	835
121405	20	835
121406	20	835
121407	20	835
121408	20	835
121409	20	835
121410	20	835
121411	20	835
121412	20	835
121413	20	835
121414	20	836
121415	20	836
121416	20	836
121417	20	836
121418	20	835
121419	20	835
121420	20	835
121421	20	835
121422	20	835
121423	20	835
121424	20	835
121425	20	835
121426	20	835
121427	20	835
121428	20	835
121429	20	835
121430	20	835
121431	20	835
121432	20	836
121433	20	836
121434	20	836
121435	20	836
121436	20	836
121437	20	836
121438	20	837
121439	20	837
121440	20	837
121441	20	837
121442	20	837
121443	20	837
121444	20	837
121445	20	838
121446	20	838
121447	20	838
121448	20	838
121449	20	838
121450	20	838
121451	20	838
121452	20	838
121453	20	838
121454	20	838
121455	20	838
121456	20	838
121457	20	838
121458	20	839
121459	20	839
121460	20	839
121461	20	838
121462	20	838
121463	20	838
121464	20	838
121465	20	838
121466	20	838
121467	20	838
121468	20	838
121469	20	838
121470	20	838
121471	20	838
121472	20	838
121473	20	838
121474	20	839
121475	20	839
121476	20	839
121477	20	839
121478	20	839
121479	20	839
121480	20	839
121481	20	839
121482	20	839
121483	20	839
121484	20	839
121485	20	839
121486	21	840
121487	21	840
121488	21	841
121489	21	841
121490	20	841
121491	21	841
121492	21	841
121493	21	841
121494	21	841
121495	21	841
121496	21	841
121497	21	841
121498	21	841
121499	21	841
121500	21	841
121501	21	841
121502	21	841
121503	21	841
121504	21	841
121505	21	841
121506	21	841
121507	21	841
121508	21	841
121509	21	841
121510	21	841
121511	21	841
121512	21	841
121513	21	842
121514	21	842
121515	21	842
121516	21	842
121517	21	843
121518	21	843
121519	21	843
121520	21	843
121521	21	843
121522	21	843
121523	21	843
121524	21	843
121525	21	844
121526	21	844
121527	20	844
121528	20	844
121529	20	844
121530	20	844
121531	20	844
121532	20	844
121533	20	844
121534	20	844
121535	20	844
121536	20	844
121537	20	844
121538	20	844
121539	20	844
121540	20	844
121541	20	844
121542	20	844
121543	20	844
121544	20	844
121545	20	844
121546	20	844
121547	20	844
121548	20	844
121549	20	844
121550	20	844
121551	20	844
121552	20	844
121553	20	844
121554	20	844
121555	20	844
121556	20	844
121557	20	844
121558	20	844
121559	20	844
121560	20	844
121561	20	844
121562	20	844
121563	20	845
121564	20	845
121565	20	846
121566	20	846
121567	20	846
121568	19	846
121569	19	846
121570	19	846
121571	19	846
121572	19	846
121573	19	846
121574	19	846
121575	19	846
121576	19	846
121577	19	846
121578	19	846
121579	19	846
121580	19	846
121581	19	846
121582	19	846
121583	19	847
121584	19	847
121585	19	847
121586	19	847
121587	19	847
121588	19	847
121589	19	847
121590	19	847
121591	19	847
121592	18	847
121593	18	848
121594	18	848
121595	18	848
121596	18	848
121597	18	849
121598	18	849
121599	18	849
121600	18	849
121601	18	849
121602	18	849
121603	18	849
121604	17	849
121605	17	849
121606	17	849
121607	17	849
121608	17	849
121609	17	849
121610	17	849
121611	17	849
121612	17	849
121613	17	849
121614	17	849
121615	17	850
121616	17	850
121617	17	850
121618	17	850
121619	17	850
121620	17	850
121621	17	850
121622	17	850
121623	17	850
121624	17	850
121625	17	850
121626	17	850
121627	17	850
121628	17	850
121629	17	850
121630	17	850
121631	17	850
121632	17	850
121633	17	850
121634	17	850
121635	17	850
121636	16	850
121637	16	850
121638	16	850
121639	16	850
121640	16	850
121641	16	850
121642	16	850
121643	16	851
121644	16	851
121645	16	851
121646	16	851
121647	16	851
121648	16	851
121649	16	851
121650	16	851
121651	16	851
121652	16	851
121653	16	851
121654	16	851
121655	16	851
121656	16	851
121657	16	851
121658	16	851
121659	16	851
121660	16	851
121661	16	851
121662	16	851
121663	16	851
121664	16	851
121665	16	851
121666	16	851
121667	16	851
121668	16	851
121669	16	851
121670	16	851
121671	16	851
121672	16	851
121673	16	850
121674	16	850
121675	16	850
121676	16	850
121677	16	850
121678	16	850
121679	16	850
121680	16	850
121681	16	849
121682	16	849
121683	16	849
121684	16	849
121685	16	849
121686	16	849
121687	16	849
121688	16	850
121689	16	850
121690	16	850
121691	16	850
121692	16	850
121693	16	849
121694	16	849
121695	16	849
121696	16	849
121697	16	850
121698	16	850
121699	16	850
121700	16	850
121701	16	850
121702	16	850
121703	16	851
121704	16	851
121705	16	851
121706	16	851
121707	16	851
121708	16	851
121709	16	851
121710	16	851
121711	16	851
121712	16	851
121713	16	851
121714	16	851
121715	16	851
121716	16	851
121717	17	851
121718	17	850
121719	17	850
121720	17	850
121721	17	849
121722	17	849
121723	17	848
121724	17	849
121725	17	849
121726	17	849
121727	17	849
121728	17	850
121729	17	850
121730	17	850
121731	17	850
121732	17	850
121733	17	850
121734	17	850
121735	17	850
121736	17	850
121737	17	850
121738	17	849
121739	17	849
121740	18	849
121741	18	850
121742	18	850
121743	18	850
121744	18	850
121745	18	850
121746	18	850
121747	18	850
121748	18	850
121749	18	850
121750	18	850
121751	19	850
121752	19	850
121753	19	849
121754	19	849
121755	19	849
121756	19	850
121757	19	850
121758	19	850
121759	20	850
121760	20	850
121761	20	849
121762	20	849
121763	20	849
121764	20	849
121765	20	849
121766	20	849
121767	20	849
121768	20	849
121769	20	848
121770	20	848
121771	20	848
121772	20	848
121773	20	848
121774	20	848
121775	20	848
121776	20	848
121777	20	848
121778	20	848
121779	20	847
121780	20	847
121781	20	847
121782	20	847
121783	20	847
121784	20	847
121785	20	847
121786	20	847
121787	20	847
121788	20	847
121789	20	847
121790	20	846
121791	20	846
121792	20	846
121793	20	846
121794	20	846
121795	20	845
121796	20	844
121797	20	844
121798	20	843
121799	20	843
121800	20	843
121801	20	843
121802	20	843
121803	20	842
121804	20	841
121805	21	841
121806	21	841
121807	21	841
121808	21	841
121809	21	841
121810	21	841
121811	21	841
121812	21	841
121813	21	841
121814	21	842
121815	21	842
121816	21	842
121817	21	841
121818	21	841
121819	21	841
121820	21	841
121821	21	841
121822	22	840
121823	22	840
121824	22	840
121825	22	840
121826	22	840
121827	22	840
121828	22	840
121829	22	840
121830	22	840
121831	22	839
121832	22	839
121833	22	839
121834	22	839
121835	22	839
121836	22	839
121837	22	839
121838	22	838
121839	22	838
121840	22	837
121841	23	837
121842	23	838
121843	23	839
121844	24	839
121845	24	839
121846	24	837
121847	24	837
121848	24	837
121849	24	838
121850	24	838
121851	24	837
121852	24	837
121853	24	837
121854	24	837
121855	24	837
121856	24	837
121857	24	837
121858	24	837
121859	24	837
121860	24	836
121861	24	836
121862	24	836
121863	24	836
121864	24	836
121865	24	835
121866	24	835
121867	24	835
121868	24	835
121869	24	835
121870	24	835
121871	24	835
121872	24	835
121873	24	834
121874	24	834
121875	24	834
121876	24	834
121877	24	834
121878	24	834
121879	24	834
121880	24	834
121881	24	833
121882	24	833
121883	24	833
121884	24	833
121885	24	834
121886	24	833
121887	24	834
121888	24	834
121889	24	834
121890	24	833
121891	24	833
121892	24	834
121893	24	834
121894	24	834
121895	24	834
121896	24	834
121897	24	833
121898	24	832
121899	24	832
121900	24	832
121901	24	832
121902	24	832
121903	24	832
121904	24	832
121905	24	831
121906	24	831
121907	24	832
121908	24	832
121909	24	831
121910	24	832
121911	24	831
121912	24	831
121913	24	830
121914	24	830
121915	24	830
121916	24	830
121917	24	830
121918	24	830
121919	24	829
121920	24	829
121921	24	829
121922	24	829
121923	24	829
121924	24	828
121925	24	828
121926	24	828
121927	24	828
121928	24	828
121929	24	828
121930	24	828
121931	24	827
121932	24	827
121933	24	827
121934	24	826
121935	24	826
121936	24	826
121937	24	826
121938	24	826
121939	24	826
121940	24	826
121941	24	825
121942	24	825
121943	24	825
121944	24	825
121945	24	825
121946	24	825
121947	24	825
121948	24	824
121949	24	824
121950	24	824
121951	24	824
121952	24	825
121953	24	823
121954	24	823
121955	24	823
121956	24	823
121957	24	822
121958	24	822
121959	24	822
121960	24	821
121961	24	821
121962	24	821
121963	24	821
121964	24	821
121965	25	821
121966	25	821
121967	25	821
121968	25	821
121969	25	821
121970	25	821
121971	25	820
121972	25	820
121973	25	820
121974	25	820
121975	25	820
121976	25	820
121977	25	819
121978	25	819
121979	25	819
121980	25	820
121981	26	820
121982	26	820
121983	26	820
121984	26	820
121985	26	820
121986	26	820
121987	26	820
121988	26	819
121989	26	819
121990	27	819
121991	27	819
121992	27	818
121993	27	818
121994	27	818
121995	27	818
121996	28	818
121997	28	818
121998	28	817
121999	28	816
122000	28	816
122001	28	815
122002	28	815
122003	28	814
122004	28	814
122005	28	814
122006	28	813
122007	28	814
122008	28	813
122009	28	813
122010	28	812
122011	28	812
122012	28	812
122013	28	812
122014	28	812
122015	28	812
122016	29	812
122017	29	812
122018	29	812
122019	29	812
122020	29	812
122021	29	812
122022	29	812
122023	29	812
122024	29	812
122025	29	812
122026	29	812
122027	29	812
122028	29	812
122029	29	812
122030	29	811
122031	29	811
122032	29	811
122033	29	811
122034	29	811
122035	29	811
122036	29	811
122037	29	810
122038	30	810
122039	30	810
122040	30	810
122041	30	810
122042	30	810
122043	30	809
122044	30	809
122045	31	809
122046	31	809
122047	31	809
122048	31	808
122049	31	808
122050	31	808
122051	31	808
122052	31	808
122053	31	807
122054	31	807
122055	31	805
122056	31	804
122057	31	804
122058	31	804
122059	31	804
122060	31	804
122061	31	804
122062	31	804
122063	31	804
122064	31	804
122065	31	804
122066	31	804
122067	31	804
122068	31	803
122069	31	803
122070	31	803
122071	31	803
122072	31	802
122073	31	803
122074	31	801
122075	31	801
122076	32	801
122077	32	801
122078	32	801
122079	32	801
122080	32	800
122081	33	800
122082	33	800
122083	33	800
122084	33	800
122085	34	800
122086	34	800
122087	34	799
122088	35	799
122089	35	799
122090	35	799
122091	35	798
122092	35	797
122093	35	797
122094	35	797
122095	35	797
122096	35	797
122097	35	797
122098	35	797
122099	35	797
122100	35	796
122101	35	795
122102	36	794
122103	36	794
122104	36	793
122105	36	793
122106	36	793
122107	37	793
122108	37	793
122109	38	793
122110	38	793
122111	38	792
122112	38	793
122113	38	791
122114	38	790
122115	38	790
122116	38	789
122117	38	788
122118	38	788
122119	38	787
122120	38	787
122121	38	787
122122	38	787
122123	38	787
122124	39	787
122125	39	787
122126	39	786
122127	39	785
122128	40	785
122129	40	784
122130	40	784
122131	40	784
122132	40	784
122133	40	784
122134	41	784
122135	41	783
122136	41	783
122137	41	783
122138	41	783
122139	42	783
122140	42	783
122141	42	782
122142	42	782
122143	42	782
122144	42	781
122145	42	781
122146	42	781
122147	42	781
122148	42	781
122149	42	781
122150	42	781
122151	42	780
122152	42	780
122153	42	780
122154	42	780
122155	42	780
122156	43	779
122157	43	779
122158	44	778
122159	44	778
122160	44	778
122161	44	778
122162	44	777
122163	44	777
122164	44	777
122165	45	777
122166	45	777
122167	45	777
122168	45	776
122169	45	775
122170	45	775
122171	45	774
122172	45	774
122173	45	774
122174	46	774
122175	46	772
122176	46	772
122177	46	771
122178	46	771
122179	46	771
122180	46	771
122181	46	770
122182	46	770
122183	46	770
122184	46	770
122185	46	769
122186	46	769
122187	46	769
122188	46	769
122189	46	769
122190	46	767
122191	46	767
122192	46	766
122193	46	766
122194	46	766
122195	46	765
122196	47	764
122197	48	765
122198	48	763
122199	48	763
122200	48	763
122201	48	763
122202	49	763
122203	49	763
122204	49	762
122205	49	762
122206	49	762
122207	50	761
122208	50	761
122209	50	761
122210	50	759
122211	50	759
122212	50	759
122213	50	759
122214	50	759
122215	50	758
122216	51	758
122217	51	757
122218	51	756
122219	51	755
122220	51	755
122221	51	755
122222	51	755
122223	51	755
122224	51	755
122225	51	755
122226	51	755
122227	51	755
122228	51	755
122229	51	755
122230	51	755
122231	51	755
122232	51	755
122233	51	755
122234	51	754
122235	51	754
122236	51	753
122237	52	753
122238	52	753
122239	52	753
122240	53	752
122241	53	752
122242	53	752
122243	53	751
122244	53	750
122245	53	750
122246	53	750
122247	53	750
122248	53	750
122249	53	750
122250	53	749
122251	53	749
122252	54	749
122253	55	749
122254	55	749
122255	55	748
122256	55	748
122257	55	748
122258	55	747
122259	56	747
122260	56	747
122261	56	745
122262	56	745
122263	56	745
122264	56	745
122265	56	744
122266	56	744
122267	56	744
122268	56	744
122269	56	744
122270	56	744
122271	56	744
122272	56	744
122273	56	744
122274	56	744
122275	56	743
122276	56	742
122277	56	742
122278	56	742
122279	56	741
122280	57	741
122281	57	741
122282	57	741
122283	58	741
122284	58	741
122285	58	740
122286	58	740
122287	58	740
122288	58	740
122289	58	740
122290	59	739
122291	60	739
122292	60	738
122293	60	738
122294	60	738
122295	60	738
122296	60	738
122297	60	737
122298	60	737
122299	60	737
122300	60	737
122301	61	736
122302	61	736
122303	61	735
122304	61	734
122305	61	734
122306	61	733
122307	61	733
122308	61	733
122309	61	732
122310	61	731
122311	61	731
122312	61	731
122313	61	731
122314	61	730
122315	62	730
122316	62	729
122317	62	730
122318	62	729
122319	63	729
122320	63	729
122321	63	728
122322	64	728
122323	65	727
122324	65	727
122325	65	727
122326	66	727
122327	66	726
122328	66	725
122329	66	724
122330	66	724
122331	66	724
122332	66	724
122333	66	724
122334	66	724
122335	66	724
122336	66	722
122337	66	721
122338	66	721
122339	66	720
122340	66	720
122341	66	720
122342	66	720
122343	66	720
122344	66	720
122345	66	720
122346	66	720
122347	66	719
122348	66	719
122349	66	718
122350	66	718
122351	66	718
122352	66	718
122353	67	718
122354	68	718
122355	68	718
122356	68	717
122357	68	717
122358	68	716
