Etape	m2	p2
27115	724	2
27116	724	2
27117	724	2
27118	724	2
27119	725	2
27120	725	2
27121	726	2
27122	726	2
27123	726	2
27124	726	2
27125	726	1
27126	726	1
27127	726	1
27128	726	1
27129	727	1
27130	727	1
27131	727	1
27132	727	1
27133	728	1
27134	729	1
27135	729	1
27136	729	1
27137	730	1
27138	730	1
27139	730	1
27140	730	1
27141	730	1
27142	730	1
27143	730	1
27144	730	1
27145	730	1
27146	731	1
27147	731	1
27148	731	1
27149	731	1
27150	731	1
27151	731	1
27152	731	1
27153	731	1
27154	731	1
27155	731	1
27156	731	1
27157	731	1
27158	732	1
27159	732	1
27160	732	1
27161	732	1
27162	732	1
27163	732	1
27164	732	1
27165	732	1
27166	733	0
27167	733	0
27168	733	0
27169	734	0
27170	734	0
27171	734	0
27172	735	0
27173	735	0
27174	735	0
27175	736	0
27176	736	0
27177	737	0
27178	737	0
27179	738	0
27180	738	0
27181	738	0
27182	738	0
27183	738	0
27184	738	0
27185	738	0
27186	738	0
27187	739	0
27188	739	0
27189	739	0
27190	739	0
27191	739	0
27192	739	0
27193	739	0
27194	739	0
27195	739	0
27196	739	0
27197	739	0
27198	739	0
27199	739	0
27200	739	0
27201	739	0
27202	739	0
27203	739	0
27204	739	0
27205	740	0
27206	740	0
27207	740	0
27208	741	0
27209	741	0
27210	741	0
27211	741	0
27212	741	0
27213	741	0
27214	741	0
27215	741	0
27216	741	0
27217	741	0
27218	741	0
27219	741	0
27220	742	0
27221	742	0
27222	742	0
27223	742	0
27224	742	0
27225	742	0
27226	742	0
27227	742	0
27228	742	0
27229	742	0
27230	742	0
27231	743	0
27232	742	0
27233	742	0
27234	742	0
27235	742	0
27236	742	0
27237	742	0
27238	742	0
27239	743	0
27240	743	0
27241	742	0
27242	742	0
27243	742	0
27244	743	0
27245	743	0
27246	743	0
27247	743	0
27248	743	0
27249	743	0
27250	743	0
27251	743	0
27252	743	0
27253	743	0
27254	743	0
27255	744	0
27256	744	0
27257	744	0
27258	744	0
27259	744	0
27260	744	0
27261	744	0
27262	744	0
27263	744	0
27264	744	0
27265	745	0
27266	745	0
27267	745	0
27268	745	0
27269	746	0
27270	747	0
27271	747	0
27272	747	0
27273	747	0
27274	747	0
27275	747	0
27276	747	0
27277	748	0
27278	748	0
27279	749	0
27280	750	0
27281	750	0
27282	750	0
27283	750	0
27284	750	0
27285	751	0
27286	751	0
27287	751	0
27288	751	0
27289	751	0
27290	751	0
27291	752	0
27292	752	0
27293	752	0
27294	753	0
27295	753	0
27296	753	0
27297	753	0
27298	754	0
27299	755	0
27300	756	0
27301	756	0
27302	756	0
27303	756	0
27304	756	0
27305	756	0
27306	756	0
27307	756	0
27308	756	0
27309	756	0
27310	756	0
27311	756	0
27312	757	0
27313	757	0
27314	757	0
27315	757	0
27316	757	0
27317	757	0
27318	757	0
27319	757	0
27320	757	0
27321	758	0
27322	759	0
27323	760	0
27324	760	0
27325	760	0
27326	760	0
27327	760	0
27328	760	0
27329	760	0
27330	760	0
27331	760	0
27332	760	0
27333	760	0
27334	761	0
27335	761	0
27336	761	0
27337	761	0
27338	761	0
27339	761	0
27340	762	0
27341	763	0
27342	763	0
27343	763	0
27344	763	0
27345	763	0
27346	763	0
27347	763	0
27348	763	0
27349	763	0
27350	764	0
27351	764	0
27352	765	0
27353	765	0
27354	765	0
27355	765	0
27356	765	0
27357	765	0
27358	765	0
27359	765	0
27360	766	0
27361	766	0
27362	766	0
27363	766	0
27364	766	0
27365	766	0
27366	766	0
27367	766	0
27368	767	0
27369	768	0
27370	768	0
27371	768	0
27372	768	0
27373	768	0
27374	768	0
27375	768	0
27376	769	0
27377	769	0
27378	769	0
27379	770	0
27380	770	0
27381	770	0
27382	770	0
27383	770	0
27384	770	0
27385	770	0
27386	771	0
27387	771	0
27388	771	0
27389	771	0
27390	771	0
27391	772	0
27392	772	0
27393	772	0
27394	772	0
27395	772	0
27396	772	0
27397	772	0
27398	772	0
27399	772	0
27400	772	0
27401	772	0
27402	772	0
27403	772	0
27404	772	0
27405	772	0
27406	772	0
27407	772	0
27408	772	0
27409	773	0
27410	773	0
27411	773	0
27412	773	0
27413	773	0
27414	773	0
27415	773	0
27416	773	0
27417	773	0
27418	774	0
27419	774	0
27420	774	0
27421	774	0
27422	775	0
27423	775	0
27424	775	0
27425	776	0
27426	776	0
27427	776	0
27428	777	0
27429	777	0
27430	777	0
27431	777	0
27432	777	0
27433	777	0
27434	777	0
27435	777	0
27436	777	0
27437	777	0
27438	777	0
27439	777	0
27440	777	0
27441	778	0
27442	779	0
27443	779	0
27444	779	0
27445	779	0
27446	779	0
27447	780	0
27448	780	0
27449	781	0
27450	781	0
27451	781	0
27452	781	0
27453	781	0
27454	781	0
27455	781	0
27456	781	0
27457	781	0
27458	781	0
27459	781	0
27460	782	0
27461	782	0
27462	783	0
27463	783	0
27464	783	0
27465	783	0
27466	784	0
27467	785	0
27468	785	0
27469	785	0
27470	785	0
27471	785	0
27472	785	0
27473	786	0
27474	786	0
27475	786	0
27476	786	0
27477	787	0
27478	787	0
27479	787	0
27480	787	0
27481	787	0
27482	787	0
27483	788	0
27484	788	0
27485	788	0
27486	788	0
27487	788	0
27488	789	0
27489	789	0
27490	789	0
27491	790	0
27492	790	0
27493	790	0
27494	790	0
27495	790	0
27496	790	0
27497	790	0
27498	790	0
27499	790	0
27500	790	0
27501	790	0
27502	790	0
27503	790	0
27504	790	0
27505	790	0
27506	790	0
27507	790	0
27508	790	0
27509	790	0
27510	790	0
27511	790	0
27512	790	0
27513	790	0
27514	790	0
27515	790	0
27516	790	0
27517	790	0
27518	791	0
27519	792	0
27520	792	0
27521	792	0
27522	792	0
27523	792	0
27524	792	0
27525	792	0
27526	792	0
27527	792	0
27528	792	0
27529	792	0
27530	792	0
27531	792	0
27532	792	0
27533	792	0
27534	792	0
27535	792	0
27536	792	0
27537	792	0
27538	792	0
27539	792	0
27540	792	0
27541	793	0
27542	793	0
27543	793	0
27544	793	0
27545	793	0
27546	793	0
27547	793	0
27548	792	0
27549	792	0
27550	792	0
27551	792	0
27552	792	0
27553	792	0
27554	792	0
27555	791	0
27556	791	0
27557	791	0
27558	791	0
27559	791	0
27560	791	0
27561	792	0
27562	792	0
27563	792	0
27564	792	0
27565	793	0
27566	793	0
27567	793	0
27568	793	0
27569	793	0
27570	793	0
27571	793	0
27572	793	0
27573	793	0
27574	793	0
27575	793	0
27576	793	0
27577	793	0
27578	794	0
27579	794	0
27580	795	0
27581	795	0
27582	795	0
27583	795	0
27584	795	0
27585	796	0
27586	796	0
27587	796	0
27588	796	0
27589	796	0
27590	797	0
27591	798	0
27592	798	0
27593	798	0
27594	798	0
27595	798	0
27596	798	0
27597	798	0
27598	798	0
27599	798	0
27600	798	0
27601	798	0
27602	798	0
27603	798	0
27604	798	0
27605	798	0
27606	798	0
27607	798	0
27608	798	0
27609	798	0
27610	798	0
27611	798	0
27612	798	0
27613	798	0
27614	799	0
27615	799	0
27616	799	0
27617	799	0
27618	799	0
27619	799	0
27620	799	0
27621	799	0
27622	799	0
27623	799	0
27624	799	0
27625	799	0
27626	799	0
27627	799	0
27628	800	0
27629	800	0
27630	800	0
27631	800	0
27632	800	0
27633	800	0
27634	800	0
27635	800	0
27636	800	0
27637	800	0
27638	800	0
27639	800	0
27640	800	0
27641	800	0
27642	800	0
27643	800	0
27644	800	0
27645	800	0
27646	800	0
27647	800	0
27648	800	0
27649	800	0
27650	800	0
27651	800	0
27652	800	0
27653	800	0
27654	801	0
27655	801	0
27656	802	0
27657	802	0
27658	802	0
27659	802	0
27660	802	0
27661	803	0
27662	803	0
27663	803	0
27664	803	0
27665	803	0
27666	803	0
27667	803	0
27668	803	0
27669	803	0
27670	803	0
27671	803	0
27672	803	0
27673	803	0
27674	803	0
27675	803	0
27676	803	0
27677	803	0
27678	804	0
27679	804	0
27680	804	0
27681	804	0
27682	804	0
27683	804	0
27684	804	0
27685	804	0
27686	804	0
27687	804	0
27688	804	0
27689	804	0
27690	805	0
27691	805	0
27692	805	0
27693	805	0
27694	805	0
27695	805	0
27696	805	0
27697	805	0
27698	805	0
27699	805	0
27700	805	0
27701	805	0
27702	805	0
27703	805	0
27704	805	0
27705	805	0
27706	805	0
27707	805	0
27708	805	0
27709	805	0
27710	805	0
27711	805	0
27712	805	0
27713	806	0
27714	806	0
27715	806	0
27716	806	0
27717	806	0
27718	806	0
27719	806	0
27720	806	0
27721	806	0
27722	806	0
27723	806	0
27724	806	0
27725	807	0
27726	807	0
27727	808	0
27728	808	0
27729	808	0
27730	808	0
27731	808	0
27732	809	0
27733	809	0
27734	809	0
27735	809	0
27736	809	0
27737	809	0
27738	809	0
27739	809	0
27740	809	0
27741	809	0
27742	809	0
27743	809	0
27744	809	0
27745	809	0
27746	809	0
27747	809	0
27748	809	0
27749	809	0
27750	809	0
27751	809	0
27752	809	0
27753	809	0
27754	809	0
27755	809	0
27756	809	0
27757	809	0
27758	809	0
27759	809	0
27760	809	0
27761	809	0
27762	809	0
27763	809	0
27764	810	0
27765	810	0
27766	810	0
27767	810	0
27768	810	0
27769	810	0
27770	810	0
27771	810	0
27772	810	0
27773	810	0
27774	810	0
27775	810	0
27776	810	0
27777	810	0
27778	810	0
27779	810	0
27780	810	0
27781	810	0
27782	810	0
27783	810	0
27784	810	0
27785	810	0
27786	810	0
27787	810	0
27788	810	0
27789	810	0
27790	810	0
27791	810	0
27792	810	0
27793	810	0
27794	810	0
27795	810	0
27796	810	0
27797	811	0
27798	811	0
27799	811	0
27800	811	0
27801	811	0
27802	811	0
27803	812	0
27804	812	0
27805	812	0
27806	813	0
27807	813	0
27808	813	0
27809	813	0
27810	814	0
27811	814	0
27812	814	0
27813	814	0
27814	814	0
27815	814	0
27816	814	0
27817	814	0
27818	814	0
27819	814	0
27820	814	0
27821	814	0
27822	814	0
27823	814	0
27824	814	0
27825	814	0
27826	814	0
27827	814	0
27828	814	0
27829	814	0
27830	814	0
27831	814	0
27832	814	0
27833	814	0
27834	814	0
27835	814	0
27836	815	0
27837	815	0
27838	815	0
27839	815	0
27840	815	0
27841	815	0
27842	815	0
27843	815	0
27844	815	0
27845	815	0
27846	815	0
27847	815	0
27848	815	0
27849	815	0
27850	815	0
27851	814	0
27852	814	0
27853	814	0
27854	814	0
27855	815	0
27856	815	0
27857	815	0
27858	815	0
27859	815	0
27860	815	0
27861	815	0
27862	814	0
27863	814	0
27864	814	0
27865	815	0
27866	815	0
27867	815	0
27868	815	0
27869	815	0
27870	815	0
27871	815	0
27872	814	0
27873	814	0
27874	814	0
27875	814	0
27876	814	0
27877	814	0
27878	814	0
27879	814	0
27880	814	0
27881	814	0
27882	814	0
27883	814	0
27884	814	0
27885	814	0
27886	814	0
27887	814	0
27888	814	0
27889	814	0
27890	814	0
27891	814	0
27892	814	0
27893	815	0
27894	815	0
27895	815	0
27896	815	0
27897	816	0
27898	816	0
27899	817	0
27900	817	0
27901	817	0
27902	817	0
27903	817	0
27904	817	0
27905	817	0
27906	817	0
27907	817	0
27908	817	0
27909	817	0
27910	817	0
27911	817	0
27912	817	0
27913	817	0
27914	817	0
27915	817	0
27916	817	0
27917	817	0
27918	817	0
27919	817	0
27920	817	0
27921	818	0
27922	818	0
27923	818	0
27924	818	0
27925	818	0
27926	818	0
27927	818	0
27928	818	0
27929	818	0
27930	818	0
27931	818	0
27932	818	0
27933	818	0
27934	818	0
27935	819	0
27936	819	0
27937	819	0
27938	820	0
27939	820	0
27940	820	0
27941	820	0
27942	820	0
27943	820	0
27944	820	0
27945	820	0
27946	820	0
27947	820	0
27948	821	0
27949	822	0
27950	822	0
27951	822	0
27952	823	0
27953	823	0
27954	823	0
27955	823	0
27956	823	0
27957	823	0
27958	823	1
27959	823	1
27960	823	1
27961	823	1
27962	823	1
27963	823	1
27964	824	1
27965	824	1
27966	824	1
27967	824	1
27968	824	1
27969	824	1
27970	824	1
27971	825	1
27972	825	1
27973	825	1
27974	825	1
27975	825	1
27976	825	1
27977	826	1
27978	826	1
27979	826	1
27980	826	1
27981	826	1
27982	826	1
27983	826	1
27984	826	1
27985	826	1
27986	826	1
27987	826	0
27988	826	0
27989	827	0
27990	827	0
27991	827	0
27992	828	0
27993	828	0
27994	828	0
27995	828	0
27996	828	1
27997	828	1
27998	828	1
27999	828	1
28000	828	1
28001	828	1
28002	828	1
28003	828	1
28004	828	1
28005	828	1
28006	828	1
28007	828	1
28008	828	1
28009	828	1
28010	828	1
28011	828	1
28012	828	1
28013	828	1
28014	828	1
28015	827	1
28016	827	1
28017	827	1
28018	827	1
28019	827	1
28020	827	1
28021	827	1
28022	827	1
28023	827	1
28024	827	1
28025	827	1
28026	827	1
28027	827	2
28028	827	3
28029	827	3
28030	827	3
28031	827	3
28032	827	3
28033	827	3
28034	827	3
28035	827	3
28036	827	3
28037	827	3
28038	828	3
28039	828	3
28040	828	3
28041	829	3
28042	829	3
28043	829	3
28044	829	3
28045	830	3
28046	830	3
28047	830	3
28048	830	3
28049	830	3
28050	830	3
28051	830	3
28052	830	3
28053	830	3
28054	830	3
28055	830	3
28056	830	3
28057	830	3
28058	830	3
28059	830	3
28060	830	3
28061	830	3
28062	830	3
28063	831	3
28064	831	3
28065	831	3
28066	832	3
28067	832	3
28068	832	3
28069	832	3
28070	832	3
28071	832	3
28072	832	3
28073	832	3
28074	833	2
28075	834	2
28076	834	2
28077	834	2
28078	834	2
28079	834	2
28080	834	2
28081	834	2
28082	834	2
28083	834	2
28084	834	2
28085	834	2
28086	834	2
28087	834	2
28088	834	2
28089	834	2
28090	834	2
28091	835	2
28092	835	2
28093	835	2
28094	835	2
28095	835	2
28096	835	2
28097	835	2
28098	835	2
28099	835	2
28100	836	2
28101	836	2
28102	836	2
28103	836	2
28104	836	2
28105	836	2
28106	836	2
28107	837	2
28108	837	2
28109	837	2
28110	837	2
28111	838	2
28112	838	2
28113	838	2
28114	839	2
28115	840	2
28116	840	2
28117	840	2
28118	840	2
28119	840	2
28120	840	2
28121	840	2
28122	840	2
28123	840	2
28124	840	2
28125	840	2
28126	840	2
28127	840	2
28128	840	2
28129	840	2
28130	840	2
28131	840	2
28132	840	2
28133	840	2
28134	840	2
28135	840	2
28136	840	2
28137	841	2
28138	841	2
28139	841	2
28140	841	2
28141	841	2
28142	841	2
28143	842	2
28144	842	2
28145	842	2
28146	842	2
28147	842	2
28148	842	2
28149	842	2
28150	842	2
28151	842	2
28152	842	2
28153	842	2
28154	842	2
28155	842	2
28156	843	2
28157	843	2
28158	843	2
28159	843	2
28160	843	2
28161	843	2
28162	843	2
28163	843	2
28164	843	2
28165	843	2
28166	843	2
28167	843	2
28168	843	2
28169	843	2
28170	843	2
28171	843	2
28172	843	2
28173	843	2
28174	843	1
28175	843	1
28176	843	1
28177	843	1
28178	843	1
28179	843	1
28180	843	1
28181	843	2
28182	843	2
28183	843	2
28184	843	2
28185	843	2
28186	844	2
28187	844	2
28188	844	2
28189	845	2
28190	845	2
28191	845	2
28192	845	2
28193	845	2
28194	845	2
28195	845	2
28196	845	2
28197	846	2
28198	846	2
28199	846	2
28200	846	2
28201	846	2
28202	846	2
28203	846	2
28204	846	2
28205	846	2
28206	846	2
28207	847	2
28208	847	2
28209	848	2
28210	848	2
28211	848	2
28212	848	2
28213	848	2
28214	848	2
28215	848	2
28216	848	2
28217	848	2
28218	848	2
28219	848	2
28220	848	2
28221	848	2
28222	848	2
28223	848	2
28224	847	2
28225	847	2
28226	847	2
28227	848	2
28228	848	2
28229	848	2
28230	848	2
28231	848	2
28232	848	2
28233	849	2
28234	849	2
28235	849	2
28236	849	2
28237	849	2
28238	849	2
28239	849	2
28240	849	2
28241	849	2
28242	849	2
28243	849	2
28244	849	2
28245	849	2
28246	849	2
28247	849	2
28248	849	2
28249	849	2
28250	849	2
28251	850	2
28252	850	2
28253	850	2
28254	850	2
28255	850	2
28256	850	2
28257	850	2
28258	850	2
28259	851	2
28260	852	2
28261	852	2
28262	852	2
28263	852	2
28264	852	2
28265	852	2
28266	852	2
28267	852	2
28268	852	2
28269	852	2
28270	852	2
28271	852	2
28272	852	2
28273	852	2
28274	852	2
28275	852	2
28276	852	2
28277	852	2
28278	853	2
28279	853	2
28280	853	2
28281	853	2
28282	853	2
28283	853	2
28284	853	2
28285	853	2
28286	853	2
28287	853	2
28288	853	2
28289	853	2
28290	854	2
28291	854	2
28292	854	2
28293	854	2
28294	854	2
28295	854	2
28296	854	2
28297	855	2
28298	855	2
28299	855	2
28300	855	2
28301	855	2
28302	855	2
28303	855	2
28304	855	2
28305	855	2
28306	855	2
28307	855	2
28308	855	2
28309	855	2
28310	855	2
28311	855	2
28312	856	2
28313	856	2
28314	856	2
28315	856	2
28316	856	2
28317	856	2
28318	856	2
28319	856	2
28320	856	2
28321	856	2
28322	856	2
28323	856	2
28324	856	2
28325	856	2
28326	856	2
28327	856	2
28328	856	2
28329	856	2
28330	856	2
28331	856	2
28332	856	2
28333	856	2
28334	856	2
28335	856	2
28336	856	2
28337	856	2
28338	856	2
28339	856	2
28340	856	2
28341	856	2
28342	856	2
28343	857	2
28344	857	2
28345	857	2
28346	857	2
28347	857	2
28348	857	2
28349	857	2
28350	857	2
28351	857	2
28352	857	2
28353	857	2
28354	857	2
28355	857	2
28356	857	2
28357	857	2
28358	857	2
28359	857	2
28360	857	2
28361	857	2
28362	857	2
28363	857	2
28364	858	2
28365	858	2
28366	858	2
28367	858	2
28368	858	2
28369	858	2
28370	858	2
28371	858	2
28372	858	2
28373	858	3
28374	858	3
28375	858	3
28376	858	2
28377	859	2
28378	859	2
28379	860	2
28380	860	2
28381	860	2
28382	860	2
28383	860	2
28384	860	2
28385	860	2
28386	860	2
28387	860	2
28388	860	2
28389	860	2
28390	860	2
28391	860	2
28392	860	2
28393	860	2
28394	860	2
28395	860	2
28396	860	2
28397	860	2
28398	860	2
28399	860	2
28400	860	2
28401	860	2
28402	860	2
28403	860	2
28404	860	2
28405	860	2
28406	860	2
28407	860	2
28408	860	2
28409	860	2
28410	860	2
28411	860	2
28412	860	2
28413	860	2
28414	860	2
28415	860	2
28416	860	2
28417	860	2
28418	860	2
28419	860	2
28420	860	2
28421	860	2
28422	860	2
28423	860	2
28424	860	2
28425	860	2
28426	860	2
28427	860	2
28428	860	2
28429	861	2
28430	861	2
28431	861	2
28432	860	2
28433	860	2
28434	860	2
28435	861	2
28436	861	2
28437	862	2
28438	862	2
28439	862	2
28440	862	2
28441	862	2
28442	862	2
28443	862	2
28444	862	2
28445	862	2
28446	862	2
28447	862	2
28448	862	2
28449	862	2
28450	862	2
28451	862	2
28452	862	2
28453	862	2
28454	862	2
28455	862	2
28456	862	2
28457	862	2
28458	862	2
28459	862	2
28460	862	2
28461	862	2
28462	862	2
28463	862	2
28464	862	2
28465	862	2
28466	862	2
28467	862	2
28468	862	2
28469	862	2
28470	862	2
28471	862	2
28472	862	2
28473	862	2
28474	863	2
28475	863	2
28476	863	2
28477	863	2
28478	863	2
28479	863	2
28480	863	2
28481	863	2
28482	863	2
28483	863	2
28484	863	2
28485	863	2
28486	863	2
28487	863	2
28488	863	2
28489	863	2
28490	863	2
28491	863	2
28492	863	2
28493	863	2
28494	863	2
28495	863	2
28496	863	2
28497	863	2
28498	863	2
28499	863	2
28500	863	2
28501	863	2
28502	863	2
28503	863	2
28504	863	2
28505	863	2
28506	863	2
28507	863	2
28508	863	2
28509	863	2
28510	863	2
28511	863	2
28512	863	2
28513	863	2
28514	863	2
28515	863	2
28516	864	2
28517	864	2
28518	865	2
28519	866	2
28520	866	2
28521	866	2
28522	866	2
28523	866	2
28524	865	2
28525	865	2
28526	865	2
28527	865	2
28528	865	2
28529	865	2
28530	866	2
28531	866	2
28532	866	2
28533	866	2
28534	866	2
28535	866	2
28536	866	2
28537	866	2
28538	866	2
28539	866	2
28540	866	2
28541	866	2
28542	866	2
28543	866	2
28544	866	2
28545	867	2
28546	866	2
28547	866	2
28548	866	2
28549	866	2
28550	866	2
28551	866	2
28552	866	2
28553	866	2
28554	867	2
28555	867	2
28556	867	2
28557	867	2
28558	867	2
28559	867	2
28560	867	2
28561	867	2
28562	867	2
28563	867	2
28564	867	2
28565	867	2
28566	867	2
28567	867	2
28568	867	2
28569	867	2
28570	867	2
28571	867	2
28572	867	2
28573	867	2
28574	867	2
28575	867	3
28576	867	3
28577	867	3
28578	867	4
28579	867	4
28580	867	4
28581	867	4
28582	867	4
28583	867	4
28584	867	4
28585	867	4
28586	867	4
28587	867	4
28588	867	4
28589	867	4
28590	867	4
28591	867	4
28592	868	4
28593	868	4
28594	868	4
28595	868	4
28596	868	4
28597	868	4
28598	868	4
28599	868	4
28600	868	4
28601	868	4
28602	868	4
28603	868	4
28604	868	4
28605	868	4
28606	869	4
28607	869	4
28608	869	4
28609	869	4
28610	869	4
28611	869	4
28612	869	4
28613	869	4
28614	869	4
28615	869	4
28616	869	4
28617	869	4
28618	869	4
28619	869	4
28620	870	4
28621	870	4
28622	870	4
28623	870	4
28624	870	4
28625	870	4
28626	870	4
28627	870	4
28628	870	4
28629	870	4
28630	870	4
28631	870	4
28632	870	4
28633	870	4
28634	870	4
28635	871	4
28636	871	4
28637	871	4
28638	871	4
28639	871	4
28640	871	4
28641	870	4
28642	870	4
28643	870	4
28644	870	4
28645	870	4
28646	870	4
28647	870	4
28648	870	4
28649	869	4
28650	869	4
28651	869	4
28652	869	4
28653	869	4
28654	869	4
28655	869	5
28656	869	5
28657	869	5
28658	868	5
28659	868	5
28660	868	5
28661	868	5
28662	868	5
28663	868	5
28664	868	5
28665	868	5
28666	868	5
28667	868	5
28668	868	5
28669	868	5
28670	868	5
28671	868	5
28672	868	5
28673	868	5
28674	868	5
28675	868	5
28676	868	5
28677	868	5
28678	868	5
28679	868	5
28680	868	5
28681	868	5
28682	868	5
28683	868	5
28684	868	5
28685	868	5
28686	869	5
28687	869	5
28688	870	5
28689	870	5
28690	870	5
28691	870	6
28692	870	6
28693	870	6
28694	870	6
28695	870	6
28696	870	6
28697	870	6
28698	870	6
28699	870	6
28700	871	6
28701	871	6
28702	871	6
28703	871	6
28704	871	6
28705	871	6
28706	871	6
28707	871	6
28708	871	6
28709	871	6
28710	871	6
28711	871	6
28712	871	6
28713	871	6
28714	871	6
28715	871	6
28716	871	6
28717	871	6
28718	871	6
28719	871	6
28720	871	6
28721	871	6
28722	871	6
28723	871	6
28724	871	6
28725	871	6
28726	871	6
28727	871	6
28728	871	6
28729	871	6
28730	871	6
28731	871	6
28732	871	6
28733	871	6
28734	871	6
28735	871	6
28736	871	6
28737	871	6
28738	871	6
28739	871	6
28740	871	6
28741	871	6
28742	871	6
28743	871	6
28744	871	6
28745	871	6
28746	871	6
28747	871	7
28748	871	7
28749	871	7
28750	871	7
28751	871	7
28752	871	7
28753	871	7
28754	871	7
28755	871	7
28756	871	7
28757	871	7
28758	871	7
28759	871	7
28760	871	7
28761	871	7
28762	871	7
28763	871	7
28764	871	7
28765	871	7
28766	871	7
28767	871	7
28768	871	7
28769	871	7
28770	871	7
28771	871	7
28772	871	7
28773	871	7
28774	871	7
28775	871	7
28776	871	7
28777	871	7
28778	871	7
28779	871	7
28780	871	7
28781	871	7
28782	871	7
28783	871	7
28784	871	7
28785	871	7
28786	871	7
28787	871	7
28788	871	7
28789	871	7
28790	871	7
28791	871	7
28792	871	7
28793	871	7
28794	871	7
28795	871	7
28796	871	7
28797	871	7
28798	871	7
28799	871	7
28800	872	7
28801	872	7
28802	872	7
28803	872	7
28804	872	7
28805	872	7
28806	872	7
28807	872	7
28808	872	7
28809	872	7
28810	872	7
28811	872	7
28812	872	7
28813	872	7
28814	872	7
28815	872	7
28816	872	7
28817	872	7
28818	872	7
28819	872	7
28820	872	7
28821	872	7
28822	872	7
28823	872	7
28824	872	7
28825	872	7
28826	872	7
28827	872	7
28828	872	7
28829	872	7
28830	872	7
28831	872	7
28832	872	7
28833	872	7
28834	872	7
28835	872	7
28836	872	7
28837	872	7
28838	872	7
28839	872	7
28840	872	7
28841	872	7
28842	872	7
28843	872	7
28844	872	7
28845	872	7
28846	872	7
28847	872	7
28848	872	7
28849	872	7
28850	872	7
28851	872	7
28852	872	7
28853	872	7
28854	872	7
28855	872	7
28856	872	7
28857	872	7
28858	872	7
28859	872	7
28860	872	7
28861	872	7
28862	872	7
28863	872	7
28864	872	7
28865	872	7
28866	872	7
28867	872	7
28868	872	7
28869	872	7
28870	872	7
28871	872	7
28872	872	7
28873	872	7
28874	872	7
28875	872	7
28876	872	7
28877	872	7
28878	872	7
28879	872	7
28880	872	7
28881	872	7
28882	872	7
28883	872	7
28884	873	7
28885	873	7
28886	873	7
28887	873	7
28888	873	7
28889	873	7
28890	873	7
28891	873	7
28892	873	7
28893	873	7
28894	873	7
28895	873	7
28896	873	7
28897	873	7
28898	873	7
28899	872	7
28900	872	7
28901	872	7
28902	872	7
28903	872	7
28904	872	7
28905	872	7
28906	872	7
28907	872	7
28908	872	7
28909	872	7
28910	872	7
28911	872	7
28912	872	7
28913	872	7
28914	872	7
28915	872	7
28916	872	7
28917	872	7
28918	872	7
28919	872	7
28920	872	7
28921	872	7
28922	871	7
28923	871	7
28924	871	7
28925	871	7
28926	871	7
28927	871	7
28928	871	7
28929	871	7
28930	871	7
28931	871	7
28932	871	7
28933	871	7
28934	871	7
28935	871	7
28936	871	7
28937	871	7
28938	871	7
28939	871	7
28940	871	7
28941	871	7
28942	871	7
28943	870	7
28944	870	7
28945	870	7
28946	870	7
28947	870	7
28948	870	7
28949	870	7
28950	870	7
28951	870	7
28952	870	7
28953	870	7
28954	870	7
28955	870	7
28956	870	7
28957	870	7
28958	870	7
28959	870	7
28960	869	8
28961	868	8
28962	868	8
28963	868	8
28964	869	8
28965	868	8
28966	868	8
28967	868	8
28968	868	9
28969	868	9
28970	868	9
28971	868	9
28972	868	9
28973	868	9
28974	868	9
28975	868	9
28976	868	9
28977	868	9
28978	868	9
28979	867	9
28980	867	9
28981	867	9
28982	867	9
28983	867	9
28984	867	9
28985	867	9
28986	866	9
28987	866	9
28988	865	10
28989	865	10
28990	865	10
28991	865	10
28992	865	10
28993	865	10
28994	865	10
28995	865	10
28996	865	10
28997	864	10
28998	864	10
28999	863	10
29000	863	10
29001	862	10
29002	862	10
29003	862	10
29004	862	10
29005	862	10
29006	861	10
29007	861	11
29008	861	11
29009	860	11
29010	860	11
29011	860	11
29012	859	11
29013	859	11
29014	859	11
29015	859	11
29016	859	11
29017	859	11
29018	859	11
29019	859	11
29020	859	11
29021	859	11
29022	859	11
29023	859	11
29024	858	11
29025	857	11
29026	857	11
29027	857	11
29028	857	11
29029	857	11
29030	857	11
29031	856	11
29032	856	11
29033	856	11
29034	856	11
29035	856	11
29036	855	11
29037	855	11
29038	855	11
29039	855	11
29040	854	11
29041	854	11
29042	854	11
29043	854	11
29044	854	11
29045	854	11
29046	854	11
29047	854	11
29048	854	11
29049	854	11
29050	854	11
29051	854	11
29052	854	12
29053	854	12
29054	854	12
29055	854	12
29056	854	12
29057	854	12
29058	854	12
29059	854	12
29060	854	13
29061	854	13
29062	854	13
29063	854	13
29064	854	13
29065	854	13
29066	853	13
29067	853	13
29068	853	14
29069	853	14
29070	853	14
29071	852	14
29072	851	14
29073	851	14
29074	851	14
29075	851	14
29076	850	14
29077	849	14
29078	848	14
29079	847	14
29080	847	14
29081	847	14
29082	847	14
29083	847	14
29084	847	14
29085	847	14
29086	847	14
29087	847	14
29088	847	14
29089	847	14
29090	847	14
29091	847	14
29092	847	14
29093	846	14
29094	846	14
29095	845	14
29096	845	14
29097	845	14
29098	845	14
29099	845	14
29100	845	14
29101	847	14
29102	846	14
29103	846	14
29104	846	14
29105	846	14
29106	845	14
29107	845	14
29108	845	14
29109	845	14
29110	845	15
29111	845	15
29112	845	15
